"KWh","WindSpeed","RotorSpeed","ReactivePower","Orientation"
0,0,0,4.41928457308884e-05,9.88903227735566e-15
0,0,0,0,0
0,0,0,0,0.000982092017786243
0,0,0,0,0.882089384438108
4.41928457308884e-05,9.88903227735566e-15,0.000982092017786243,0.882089384438108,0
