"KWh","ReactivePower","RotorSpeed","WindSpeed","Orientation"
0,4.41928457308884e-05,0,0,9.88903227735566e-15
0,0,0,0,0.882089384438108
0,0,0,0,0.000982092017786243
0,0,0,0,0
4.41928457308884e-05,0.882089384438108,0.000982092017786243,9.88903227735566e-15,0
