"Name","Statistics"
"Month","50984 Obs, 0 NAs, 12 levels: JAN (4464 obs, 9%), FEB (3564 obs, 7%), MAR (4378 obs, 9%), APR (4320 obs, 8%), ..., DEC (9%)"
