"Name","Statistics"
"Month","50827 Obs, 0 NAs, 12 levels: JAN (4464 obs, 9%), FEB (3421 obs, 7%), MAR (4410 obs, 9%), APR (4318 obs, 8%), ..., DEC (9%)"
